PDB ID,Source(s),Equivalence Class(es),EC size
1H3E,"RNA3DB","B|NR_all_13221.1|1"
1H4Q,"RNA3DB","T|NR_all_26284.1|1"
1H4S,"RNA3DB","T|NR_all_26284.1|1"
1HC8,"RNA3DB","C|NR_all_25376.1|1, D|NR_all_25376.1|1"
1HG9,"RNA3DB","B|NR_all_32272.1|1"
1HHW,"RNA3DB","B|NR_all_40229.1|1"
1HHX,"RNA3DB","B|NR_all_32272.1|1"
1HJI,"RNA3DB","A|NR_all_31133.1|1"
1HLX,"RNA3DB","A|NR_all_81539.1|1"
1HMH,"RNA3DB","A|NR_all_82681.1|1, C|NR_all_55907.2|1, E|NR_all_55907.2|1"
1HNW,"RNA3DB","A|NR_all_65795.80|1, X|NR_all_31741.1|1"
1HNX,"RNA3DB","A|NR_all_65795.80|1, X|NR_all_73146.1|1"
1HNZ,"RNA3DB","A|NR_all_65795.80|1, X|NR_all_31741.1|1"
1HO6,"RNA3DB",""
1HOQ,"RNA3DB",""
1HQ1,"RNA3DB","B|NR_all_27023.1|1"
1HR0,"RNA3DB","A|NR_all_65795.80|1, X|NR_all_31741.1|1"
1HR2,"RNA3DB","A|NR_all_39627.5|1, B|NR_all_39627.5|1"
1HS1,"RNA3DB","A|NR_all_65794.1|1"
1HS2,"RNA3DB","A|NR_all_87560.1|1"
1HS3,"RNA3DB","A|NR_all_52164.1|1"
1HS4,"RNA3DB","A|NR_all_91356.1|1"
1HS8,"RNA3DB","A|NR_all_90481.1|1"
1HVU,"RNA3DB","C|NR_all_59504.1|1, F|NR_all_59504.1|1, I|NR_all_59504.1|1, L|NR_all_59504.1|1"
1HWQ,"RNA3DB","A|NR_all_58813.1|1"
1HYS,"RNA3DB","E|NR_all_23180.1|1"
1I2X,"RNA3DB",""
1I2Y,"RNA3DB",""
1I3X,"RNA3DB","A|NR_all_92805.1|1"
1I3Y,"RNA3DB","A|NR_all_11512.1|1"
1I46,"RNA3DB","A|NR_all_18772.1|1"
1I4B,"RNA3DB","A|NR_all_84674.1|1"
1I4C,"RNA3DB","A|NR_all_14769.1|1"
1I5L,"RNA3DB","U|NR_all_92489.3|1, Y|NR_all_92489.3|1"
1I6H,"RNA3DB","R|NR_all_77921.1|1"
1I6U,"RNA3DB","C|NR_all_49782.1|1, D|NR_all_49782.1|1"
1I7J,"RNA3DB",""
1I94,"RNA3DB","A|NR_all_65795.80|1"
1I95,"RNA3DB","A|NR_all_65795.80|1"
1I96,"RNA3DB","A|NR_all_65795.80|1"
1I97,"RNA3DB","A|NR_all_65795.80|1"
1I9F,"RNA3DB","A|NR_all_41342.1|1"
1I9K,"RNA3DB","A|NR_all_16996.1|1, B|NR_all_16996.1|1, C|NR_all_16996.1|1, D|NR_all_16996.1|1"
1I9V,"RNA3DB","A|NR_all_83593.5|1"
1I9X,"RNA3DB","A|NR_all_16044.1|2, B|NR_all_16044.1|2"
1IBK,"RNA3DB","A|NR_all_65795.80|1, X|NR_all_31741.1|1"
1IBL,"RNA3DB","A|NR_all_65795.80|1, X|NR_all_31741.1|1, Y|NR_all_45930.3|2, Z|NR_all_45930.3|2"
1IBM,"RNA3DB","A|NR_all_65795.80|1, X|NR_all_31741.1|1, Y|NR_all_45930.3|2, Z|NR_all_45930.3|2"
1ICG,"RNA3DB","A|NR_all_98171.1|2, B|NR_all_98171.1|2"
1ID9,"RNA3DB","A|NR_all_98171.1|2, B|NR_all_98171.1|2"
1IDV,"RNA3DB","A|NR_all_50490.1|1"
1IDW,"RNA3DB","A|NR_all_87893.1|2, B|NR_all_87893.1|2"
1IE1,"RNA3DB","A|NR_all_34670.1|1"
1IE2,"RNA3DB","A|NR_all_72484.1|1"
1IHA,"RNA3DB","A|NR_all_87893.1|2, B|NR_all_87893.1|2"
1IK1,"RNA3DB","A|NR_all_83520.1|1"
1IK5,"RNA3DB","A|NR_all_14518.1|2, B|NR_all_14518.1|2"
1IKD,"RNA3DB","A|NR_all_85144.1|1"
1IL2,"RNA3DB","C|NR_all_24819.4|1, D|NR_all_24819.4|1"
1IVS,"RNA3DB","C|NR_all_57348.1|1, D|NR_all_57348.1|1"
1J1U,"RNA3DB","B|NR_all_70420.1|1"
1J2B,"RNA3DB","C|NR_all_52282.1|1, D|NR_all_52282.1|1"
1J4Y,"RNA3DB","A|NR_all_94445.1|1"
1J5A,"RNA3DB","A|NR_all_88987.9|1"
1J5E,"RNA3DB","A|NR_all_65795.80|1"
1J6S,"RNA3DB","A|NR_all_81653.1|1, B|NR_all_81653.1|1, C|NR_all_81653.1|1, D|NR_all_81653.1|1"
1J7T,"RNA3DB","A|NR_all_71199.5|2, B|NR_all_71199.5|2"
1J8G,"RNA3DB","A|NR_all_12669.1|1, B|NR_all_12669.1|1, C|NR_all_12669.1|1, D|NR_all_12669.1|1"
1J9H,"RNA3DB","A|NR_all_16983.1|2, B|NR_all_16983.1|2, C|NR_all_16983.1|2, D|NR_all_16983.1|2"
1JB8,"RNA3DB","A|NR_all_25735.1|1"
1JBR,"RNA3DB","C|NR_all_26846.1|2, D|NR_all_94729.10|1, F|NR_all_26846.1|2"
1JBS,"RNA3DB","C|NR_all_94729.10|1, D|NR_all_94729.10|1"
1JBT,"RNA3DB","C|NR_all_94729.10|1, D|NR_all_94729.10|1"
1JGO,"RNA3DB","A|NR_all_65795.80|1, B|NR_all_83593.5|1, C|NR_all_83593.5|1, D|NR_all_61343.1|1"
1JGP,"RNA3DB","A|NR_all_65795.80|1, B|NR_all_83593.5|1, C|NR_all_83593.5|1, D|NR_all_61343.1|1"
1JGQ,"RNA3DB","A|NR_all_65795.80|1, B|NR_all_83593.5|1, C|NR_all_83593.5|1, D|NR_all_61343.1|1"
1JID,"RNA3DB","B|NR_all_26264.1|1"
1JJ2,"RNA3DB","0|NR_all_26150.3|1, 9|NR_all_25303.3|1"
1JO2,"RNA3DB",""
1JO7,"RNA3DB","A|NR_all_29474.1|1, A|NR_all_53055.1|1"
1JOX,"RNA3DB","A|NR_all_15327.1|1"
1JP0,"RNA3DB","A|NR_all_67308.1|1"
1JTJ,"RNA3DB","A|NR_all_35737.1|1, A|NR_all_66081.1|1"
1JTW,"RNA3DB","A|NR_all_37285.1|1"
1JU1,"RNA3DB","A|NR_all_79227.1|2, B|NR_all_79227.1|2"
1JU7,"RNA3DB","A|NR_all_39439.2|1"
1JUR,"RNA3DB","A|NR_all_25049.1|1"
1JWC,"RNA3DB","A|NR_all_39439.2|1"
1JZC,"RNA3DB","A|NR_all_90540.1|1"
1JZV,"RNA3DB","A|NR_all_19241.1|2, B|NR_all_19241.1|2, C|NR_all_19241.1|2, D|NR_all_19241.1|2"
1JZX,"RNA3DB","A|NR_all_88987.9|1"
1JZY,"RNA3DB","A|NR_all_88987.9|1"
1JZZ,"RNA3DB","A|NR_all_88987.9|1"
1K01,"RNA3DB","A|NR_all_88987.9|1"
1K1G,"RNA3DB","B|NR_all_46215.1|1"
1K2G,"RNA3DB","A|NR_all_13408.1|1"
1K4A,"RNA3DB","A|NR_all_07899.1|1"
1K4B,"RNA3DB","A|NR_all_18222.1|1"
1K5I,"RNA3DB","A|NR_all_70019.1|1"
1K6G,"RNA3DB","A|NR_all_30897.1|1, A|NR_all_49779.1|1"
1K6H,"RNA3DB","A|NR_all_82207.1|1"
1K73,"RNA3DB","A|NR_all_26150.3|1, B|NR_all_25303.3|1"
1K8A,"RNA3DB","A|NR_all_26150.3|1, B|NR_all_25303.3|1"
1K8S,"RNA3DB","A|NR_all_30874.1|2, B|NR_all_30874.1|2"
1K8W,"RNA3DB","B|NR_all_36712.2|1"
1K9M,"RNA3DB","A|NR_all_26150.3|1, B|NR_all_25303.3|1"
1K9W,"RNA3DB","A|NR_all_78706.2|2, B|NR_all_78706.2|2, C|NR_all_78706.2|2, D|NR_all_78706.2|2"
1KAJ,"RNA3DB","A|NR_all_79637.1|1"
1KC8,"RNA3DB","A|NR_all_26150.3|1, B|NR_all_25303.3|1"
1KD1,"RNA3DB","A|NR_all_26150.3|1, B|NR_all_25303.3|1"
1KD3,"RNA3DB","A|NR_all_03986.1|2, B|NR_all_03986.1|2"
1KD4,"RNA3DB","A|NR_all_64635.1|2, B|NR_all_64635.1|2"
1KD5,"RNA3DB","A|NR_all_03986.1|2, B|NR_all_03986.1|2"
1KFO,"RNA3DB","A|NR_all_38877.1|1"
1KH6,"2020 RNA, RNA3DB","A|NR_all_90687.1|1"
1KIS,"RNA3DB","A|NR_all_78686.1|1"
1KKA,"RNA3DB","A|NR_all_63765.1|1"
1KKS,"RNA3DB","A|NR_all_06489.1|1"
1KNZ,"RNA3DB","W|NR_all_28334.1|1, X|NR_all_28334.1|1, Y|NR_all_28334.1|1, Z|NR_all_28334.1|1"
1KOC,"RNA3DB","A|NR_all_72256.1|2, B|NR_all_72256.1|2"
1KOD,"RNA3DB","A|NR_all_16836.1|1, A|NR_all_41220.1|2, B|NR_all_17859.1|1, B|NR_all_41220.1|2"
1KOG,"RNA3DB","I|NR_all_14947.1|1, J|NR_all_14947.1|1, K|NR_all_14947.1|1, L|NR_all_14947.1|1, M|NR_all_14947.1|1, N|NR_all_14947.1|1, O|NR_all_14947.1|1, P|NR_all_14947.1|1"
1KOS,"RNA3DB","A|NR_all_54825.1|1"
1KP7,"RNA3DB","A|NR_all_68290.1|1"
1KPD,"RNA3DB","A|NR_all_45933.1|1"
1KPY,"RNA3DB","A|NR_all_92049.2|1"
1KPZ,"RNA3DB","A|NR_all_92049.2|1"
1KQ2,"RNA3DB","R|NR_all_18162.1|1"
1KQS,"RNA3DB","0|NR_all_26150.3|1, 9|NR_all_25303.3|1"
1KUQ,"RNA3DB","B|NR_all_23049.1|1"
1KXK,"2020 RNA, RNA3DB","A|NR_all_26998.1|1"
1L1C,"RNA3DB","C|NR_all_78170.1|1"
1L1W,"RNA3DB","A|NR_all_26264.1|1"
1L2X,"RNA3DB","A|NR_all_37735.1|1"
1L3D,"RNA3DB","A|NR_all_37735.1|1"
1L3M,"RNA3DB",""
1L3Z,"RNA3DB","A|NR_all_54586.1|1, B|NR_all_54586.1|1"
1L8V,"RNA3DB","A|NR_all_39627.5|1, B|NR_all_39627.5|1"
1L9A,"RNA3DB","B|NR_all_70955.1|1"
1LAJ,"RNA3DB","R|NR_all_65223.11|1"
1LC4,"RNA3DB","A|NR_all_71199.5|2, B|NR_all_71199.5|2"
1LC6,"RNA3DB","A|NR_all_09608.1|1, A|NR_all_80533.1|1"
1LDZ,"RNA3DB","A|NR_all_29695.1|1"
1LMV,"RNA3DB","A|NR_all_95834.1|2, B|NR_all_95834.1|2"
1LNG,"RNA3DB","B|NR_all_08831.2|1"
1LNT,"RNA3DB","A|NR_all_32544.1|2, B|NR_all_32544.1|2"
1LPW,"RNA3DB","A|NR_all_93142.1|2, B|NR_all_93142.1|2"
1LS2,"RNA3DB","B|NR_all_83593.5|1"
1LU3,"RNA3DB","A|NR_all_16624.1|1"
1LUU,"RNA3DB","A|NR_all_35845.1|1"
1LUX,"RNA3DB","A|NR_all_08227.1|1"
1LVJ,"RNA3DB","A|NR_all_21518.1|1"
1M1K,"RNA3DB","A|NR_all_26150.3|1, B|NR_all_25303.3|1"
1M5K,"RNA3DB","B|NR_all_75326.1|1, E|NR_all_75326.1|1"
1M5L,"RNA3DB","A|NR_all_47361.1|1"
1M5O,"RNA3DB","B|NR_all_75326.1|1, E|NR_all_75326.1|1"
1M5P,"RNA3DB","B|NR_all_75326.1|1, E|NR_all_75326.1|1"
1M5V,"RNA3DB","B|NR_all_75326.1|1, E|NR_all_75326.1|1"
1M82,"RNA3DB","A|NR_all_31526.1|1"
1M8V,"RNA3DB","O|NR_all_25852.1|1, P|NR_all_25852.1|1, Q|NR_all_25852.1|1, R|NR_all_25852.1|1, S|NR_all_25852.1|1, T|NR_all_25852.1|1, U|NR_all_25852.1|1"
1M8W,"RNA3DB","C|NR_all_81068.1|1, D|NR_all_48641.1|1, E|NR_all_40126.1|1, F|NR_all_93459.1|1"
1M8X,"RNA3DB","C|NR_all_81068.1|1, D|NR_all_48641.1|1"
1M8Y,"RNA3DB","C|NR_all_81175.1|1, D|NR_all_81175.1|1"
1M90,"RNA3DB","A|NR_all_26150.3|1, B|NR_all_25303.3|1"
1MDG,"RNA3DB","A|NR_all_82140.1|1"
1ME0,"RNA3DB",""
1ME1,"RNA3DB","A|NR_all_25068.1|1"
1MFJ,"RNA3DB","A|NR_all_39223.1|1"
1MFK,"RNA3DB","A|NR_all_57169.1|1"
1MFQ,"RNA3DB","A|NR_all_37229.3|1"
1MFY,"RNA3DB","A|NR_all_62030.1|1"
1MHK,"RNA3DB","L|NR_all_39003.1|2, S|NR_all_39003.1|2"
1MIS,"RNA3DB","A|NR_all_43772.1|2, B|NR_all_43772.1|2"
1MJ1,"RNA3DB","C|NR_all_82548.1|1, D|NR_all_82548.1|1, Q|NR_all_53343.1|1, R|NR_all_90233.1|1"
1MJI,"RNA3DB","C|NR_all_62367.1|1, D|NR_all_62367.1|1"
1ML5,"RNA3DB","A|NR_all_68433.1|1, B|NR_all_82548.1|1, a|NR_all_68844.1|1, b|NR_all_68441.1|1"
1MME,"RNA3DB","A|NR_all_65028.2|2, B|NR_all_65028.2|2, C|NR_all_65028.2|2, D|NR_all_65028.2|2"
